Exposure	Outcome	bxy	se	p	nsnp
ST3GAL3_GSMR	BDEP	nan	nan	nan	nan
ST3GAL4_GSMR	BDEP	0.00172045	0.010489	0.869713	5
ST3GAL5_GSMR	BDEP	-0.000777145	0.00400433	0.846116	10
ST3GAL6_GSMR	BDEP	0.00777227	0.0066322	0.241238	6
ST5_GSMR	BDEP	0.0489056	0.0202491	0.0157267	1
ST6GAL1_GSMR	BDEP	0.000841332	0.00573235	0.883314	7
ST6GALNAC1_GSMR	BDEP	0.00851487	0.00416038	0.040692	6
ST6GALNAC2_GSMR	BDEP	-0.000417805	0.00353292	0.905861	8
ST6GALNAC3_GSMR	BDEP	-0.000801822	0.00470529	0.864689	9
ST6GALNAC4_GSMR	BDEP	-0.0113727	0.0137717	0.408915	1
ST6GALNAC6_GSMR	BDEP	0.00688372	0.00539347	0.201847	8
ST7_GSMR	BDEP	nan	nan	nan	nan
ST7L_GSMR	BDEP	-0.00964679	0.00356606	0.00682694	6
ST8SIA1_GSMR	BDEP	nan	nan	nan	nan
ST8SIA4_GSMR	BDEP	0.0480308	0.0120463	6.68624e-05	4
ST8SIA6-AS1_GSMR	BDEP	nan	nan	nan	nan
ST8SIA6_GSMR	BDEP	nan	nan	nan	nan
STAB1_GSMR	BDEP	0.00309023	0.00504991	0.540579	4
STAC3_GSMR	BDEP	-0.0070542	0.0184271	0.701856	1
STAC_GSMR	BDEP	nan	nan	nan	nan
STAG1_GSMR	BDEP	0.0109382	0.0101255	0.280023	3
STAG3_GSMR	BDEP	-0.000684399	0.00412319	0.868167	7
STAG3L1_GSMR	BDEP	-0.00709919	0.00234714	0.00248946	6
STAG3L3_GSMR	BDEP	nan	nan	nan	nan
STAG3L4_GSMR	BDEP	-0.00105288	0.00287025	0.71375	11
STAM2_GSMR	BDEP	-0.0173466	0.00668623	0.00947607	5
STAMBP_GSMR	BDEP	nan	nan	nan	nan
STAMBPL1_GSMR	BDEP	0.00731106	0.00748233	0.328515	6
STAM_GSMR	BDEP	-0.0040206	0.00851086	0.636636	5
STAP1_GSMR	BDEP	nan	nan	nan	nan
STAP2_GSMR	BDEP	-0.00334367	0.0231878	0.885343	1
STARD10_GSMR	BDEP	-0.00125643	0.00281739	0.655629	8
STARD3_GSMR	BDEP	0.00314922	0.0151894	0.835752	3
STARD3NL_GSMR	BDEP	nan	nan	nan	nan
STARD4-AS1_GSMR	BDEP	0.0287811	0.0114022	0.011597	1
STARD4_GSMR	BDEP	nan	nan	nan	nan
STARD5_GSMR	BDEP	0.00463975	0.00640173	0.468597	6
STARD9_GSMR	BDEP	-0.00652747	0.018439	0.723336	1
STAT1_GSMR	BDEP	nan	nan	nan	nan
STAT2_GSMR	BDEP	nan	nan	nan	nan
STAT3_GSMR	BDEP	-0.00771207	0.0107962	0.475023	5
STAT5A_GSMR	BDEP	nan	nan	nan	nan
STAT5B_GSMR	BDEP	0.00767349	0.028925	0.790787	1
STAT6_GSMR	BDEP	0.0036146	0.00353533	0.30658	15
STAU1_GSMR	BDEP	0.0669362	0.0212993	0.0016743	1
STAU2_GSMR	BDEP	-0.00643665	0.0192176	0.737674	3
STBD1_GSMR	BDEP	nan	nan	nan	nan
STEAP1B_GSMR	BDEP	nan	nan	nan	nan
STEAP3_GSMR	BDEP	0.000816919	0.00296796	0.783127	14
STEAP4_GSMR	BDEP	-0.00219861	0.00247472	0.374312	16
STIL_GSMR	BDEP	nan	nan	nan	nan
STIM1_GSMR	BDEP	nan	nan	nan	nan
STIM2_GSMR	BDEP	nan	nan	nan	nan
STIP1_GSMR	BDEP	-0.0838816	0.0403795	0.037771	1
STK10_GSMR	BDEP	nan	nan	nan	nan
STK11_GSMR	BDEP	nan	nan	nan	nan
STK17A_GSMR	BDEP	0.0498181	0.0285968	0.0814937	1
STK17B_GSMR	BDEP	-0.0159935	0.0069443	0.0212725	5
STK19P_GSMR	BDEP	0.0279797	0.00479651	5.43314e-09	6
STK24_GSMR	BDEP	-0.0267149	0.00936086	0.00431875	5
STK25_GSMR	BDEP	nan	nan	nan	nan
STK31_GSMR	BDEP	0.0452363	0.0325195	0.16421	1
STK32B_GSMR	BDEP	nan	nan	nan	nan
STK32C_GSMR	BDEP	-0.00033115	0.00356386	0.925968	10
STK33_GSMR	BDEP	-0.0134202	0.0106245	0.206539	7
STK35_GSMR	BDEP	nan	nan	nan	nan
STK36_GSMR	BDEP	nan	nan	nan	nan
STK38_GSMR	BDEP	nan	nan	nan	nan
STK38L_GSMR	BDEP	nan	nan	nan	nan
STK39_GSMR	BDEP	0.00832003	0.00433572	0.054991	8
STK3_GSMR	BDEP	-0.0464246	0.0351682	0.18681	1
STK40_GSMR	BDEP	-0.0198242	0.037589	0.59792	1
STK4_GSMR	BDEP	nan	nan	nan	nan
STMN1_GSMR	BDEP	nan	nan	nan	nan
STMN3_GSMR	BDEP	0.0105481	0.0047454	0.026229	3
STOM_GSMR	BDEP	nan	nan	nan	nan
STOML1_GSMR	BDEP	0.00172336	0.00710135	0.808252	7
STOML2_GSMR	BDEP	-0.0338031	0.0290599	0.244741	1
STON1_GSMR	BDEP	nan	nan	nan	nan
STON2_GSMR	BDEP	nan	nan	nan	nan
STOX1_GSMR	BDEP	0.00119672	0.00307917	0.697534	15
STOX2_GSMR	BDEP	0.0120947	0.0303095	0.689864	1
STPG1_GSMR	BDEP	nan	nan	nan	nan
STRA13_GSMR	BDEP	nan	nan	nan	nan
STRADA_GSMR	BDEP	-0.00259397	0.0152777	0.865177	1
STRADB_GSMR	BDEP	0.021308	0.0129452	0.0997611	1
STRBP_GSMR	BDEP	nan	nan	nan	nan
STRC_GSMR	BDEP	-0.0556039	0.0222148	0.012314	1
STRCP1_GSMR	BDEP	-0.00809873	0.00309204	0.008813	5
STRIP1_GSMR	BDEP	0.0123335	0.0130553	0.344806	1
STRN3_GSMR	BDEP	nan	nan	nan	nan
STRN_GSMR	BDEP	nan	nan	nan	nan
STT3A_GSMR	BDEP	nan	nan	nan	nan
STT3B_GSMR	BDEP	0.0073899	0.00938174	0.430878	5
STX10_GSMR	BDEP	-0.0345789	0.0182914	0.0586988	3
STX11_GSMR	BDEP	0.00863067	0.0150812	0.567133	1
STX16_GSMR	BDEP	nan	nan	nan	nan
STX16-NPEPL1_GSMR	BDEP	-0.00372449	0.00939538	0.691798	3
STX17_GSMR	BDEP	nan	nan	nan	nan
STX18_GSMR	BDEP	0.01503	0.0302025	0.618736	1
STX1A_GSMR	BDEP	-0.00721521	0.0107296	0.501291	1
STX1B_GSMR	BDEP	-0.0184181	0.0176775	0.297461	1
STX2_GSMR	BDEP	-0.00339798	0.00239799	0.15648	11
STX3_GSMR	BDEP	nan	nan	nan	nan
STX4_GSMR	BDEP	-0.0101066	0.00486507	0.0377667	5
STX5_GSMR	BDEP	nan	nan	nan	nan
STX6_GSMR	BDEP	-0.0150386	0.0067698	0.0263217	5
STX7_GSMR	BDEP	-0.0132206	0.00955771	0.16659	3
STX8_GSMR	BDEP	-0.00142412	0.00399471	0.721465	7
STXBP1_GSMR	BDEP	0.022056	0.0144876	0.127909	1
STXBP2_GSMR	BDEP	nan	nan	nan	nan
STXBP3_GSMR	BDEP	nan	nan	nan	nan
STXBP4_GSMR	BDEP	0.00345482	0.00647485	0.593636	5
STXBP5-AS1_GSMR	BDEP	-0.0130032	0.00701968	0.0639693	1
STXBP5_GSMR	BDEP	0.0177581	0.00687834	0.00983007	6
STYK1_GSMR	BDEP	-0.00474807	0.0149904	0.751441	5
STYX_GSMR	BDEP	-0.0589925	0.0198813	0.00300492	2
STYXL1_GSMR	BDEP	-0.00517615	0.0022832	0.0233869	15
SUB1_GSMR	BDEP	-0.0189041	0.0238785	0.428547	1
SUCLA2-AS1_GSMR	BDEP	-0.00414242	0.005139	0.4202	1
SUCLA2_GSMR	BDEP	nan	nan	nan	nan
SUCLG1_GSMR	BDEP	-0.0104939	0.0142033	0.460007	3
SUCLG2_GSMR	BDEP	0.000196103	0.00319687	0.951087	12
SUCNR1_GSMR	BDEP	nan	nan	nan	nan
SUCO_GSMR	BDEP	0.0112716	0.023837	0.636312	1
SUDS3_GSMR	BDEP	-0.0385631	0.0248747	0.12107	1
SUFU_GSMR	BDEP	-0.0164693	0.0190003	0.386057	1
SUGP1_GSMR	BDEP	0.000794712	0.0271981	0.97669	1
SUGP2_GSMR	BDEP	nan	nan	nan	nan
SUGT1_GSMR	BDEP	0.00067778	0.0113502	0.952382	3
SULF2_GSMR	BDEP	0.00354316	0.0024438	0.147099	23
SULT1A1_GSMR	BDEP	-0.00503118	0.00600896	0.402435	5
SULT1A2_GSMR	BDEP	0.00339538	0.00392943	0.387539	3
SULT1B1_GSMR	BDEP	nan	nan	nan	nan
SULT2B1_GSMR	BDEP	nan	nan	nan	nan
SUMF1_GSMR	BDEP	-0.0018364	0.00285432	0.519981	11
SUMF2_GSMR	BDEP	-0.00635988	0.0056087	0.256824	10
SUMO1P1_GSMR	BDEP	-0.000280994	0.00676757	0.966881	1
SUMO2_GSMR	BDEP	0.0232852	0.0100872	0.0209776	1
SUMO3_GSMR	BDEP	nan	nan	nan	nan
SUN1_GSMR	BDEP	nan	nan	nan	nan
SUN2_GSMR	BDEP	-0.0201133	0.00434078	3.59433e-06	5
SUOX_GSMR	BDEP	0.00878803	0.00499694	0.0786319	5
SUPT20H_GSMR	BDEP	0.0119556	0.00513429	0.0198814	5
SUPT3H_GSMR	BDEP	0.000156993	0.00397632	0.968506	12
SUPT4H1_GSMR	BDEP	-0.00734429	0.00401284	0.0672206	8
SUPT5H_GSMR	BDEP	-0.00576877	0.0131421	0.660695	1
SUPT7L_GSMR	BDEP	-0.0397977	0.0230511	0.0842576	1
SUPV3L1_GSMR	BDEP	0.00197843	0.00482575	0.681826	11
SURF1_GSMR	BDEP	0.00164054	0.0027547	0.551482	6
SURF2_GSMR	BDEP	-0.00847675	0.0171654	0.621427	1
SURF4_GSMR	BDEP	-0.0181776	0.0221861	0.412604	1
SURF6_GSMR	BDEP	nan	nan	nan	nan
SUSD1_GSMR	BDEP	-0.0042402	0.00262105	0.105717	16
SUSD2_GSMR	BDEP	0.0064906	0.00712156	0.362084	3
SUSD3_GSMR	BDEP	-0.00295467	0.00486547	0.54367	11
SUSD4_GSMR	BDEP	0.00173576	0.00326482	0.594965	6
SUV420H2_GSMR	BDEP	-0.00268352	0.0140788	0.848833	3
SUZ12_GSMR	BDEP	0.0105687	0.03299	0.748694	1
SUZ12P_GSMR	BDEP	0.00907894	0.00348475	0.00917838	5
SV2A_GSMR	BDEP	0.0419387	0.0216752	0.0530063	1
SVIL_GSMR	BDEP	nan	nan	nan	nan
SVILP1_GSMR	BDEP	nan	nan	nan	nan
SVIP_GSMR	BDEP	0.0054553	0.0112016	0.626249	1
SWAP70_GSMR	BDEP	0.0138046	0.00639249	0.0308114	11
SWI5_GSMR	BDEP	0.0256649	0.0355433	0.470248	1
SWSAP1_GSMR	BDEP	nan	nan	nan	nan
SYBU_GSMR	BDEP	-0.0304542	0.0348328	0.381956	1
SYCE1L_GSMR	BDEP	-0.0289296	0.00724194	6.47661e-05	8
SYCE2_GSMR	BDEP	-0.00625232	0.018229	0.731608	1
SYCP2_GSMR	BDEP	nan	nan	nan	nan
SYCP2L_GSMR	BDEP	-0.0049541	0.0032581	0.128373	10
SYCP3_GSMR	BDEP	nan	nan	nan	nan
SYDE1_GSMR	BDEP	-0.0106631	0.0214648	0.619351	1
SYDE2_GSMR	BDEP	nan	nan	nan	nan
SYK_GSMR	BDEP	0.00188692	0.00316798	0.551428	21
SYMPK_GSMR	BDEP	nan	nan	nan	nan
SYN2_GSMR	BDEP	-0.0266627	0.0099839	0.00757222	5
SYN3_GSMR	BDEP	-0.0173603	0.0283387	0.540142	1
SYNE1_GSMR	BDEP	nan	nan	nan	nan
SYNE2_GSMR	BDEP	-0.0295086	0.0100838	0.00342984	4
SYNE3_GSMR	BDEP	nan	nan	nan	nan
SYNGR1_GSMR	BDEP	0.00656334	0.00324275	0.0429695	15
SYNGR2_GSMR	BDEP	nan	nan	nan	nan
SYNGR3_GSMR	BDEP	-0.00326933	0.0366979	0.929012	1
SYNJ1_GSMR	BDEP	0.0106349	0.0205568	0.604916	3
SYNJ2BP_GSMR	BDEP	nan	nan	nan	nan
SYNJ2_GSMR	BDEP	0.000744146	0.00293546	0.79988	16
SYNM_GSMR	BDEP	-0.000454691	0.00273513	0.867967	9
SYNPO2_GSMR	BDEP	nan	nan	nan	nan
SYPL1_GSMR	BDEP	-0.0162723	0.0157579	0.301771	3
SYS1_GSMR	BDEP	0.0037861	0.00461666	0.412162	11
SYT11_GSMR	BDEP	-0.0147665	0.0102833	0.151013	1
SYT17_GSMR	BDEP	-0.0226862	0.0265266	0.392428	1
SYT1_GSMR	BDEP	nan	nan	nan	nan
SYT5_GSMR	BDEP	0.0231777	0.0219639	0.291306	1
SYTL1_GSMR	BDEP	nan	nan	nan	nan
SYTL2_GSMR	BDEP	-0.00149295	0.00390441	0.702183	10
SYTL3_GSMR	BDEP	-0.0304321	0.0174588	0.0813189	3
SZRD1_GSMR	BDEP	0.0171774	0.0150975	0.25522	3
SZT2_GSMR	BDEP	-0.0459725	0.0333615	0.1682	1
TAB1_GSMR	BDEP	-0.0281439	0.0351754	0.423653	1
TAB2_GSMR	BDEP	nan	nan	nan	nan
TAC4_GSMR	BDEP	nan	nan	nan	nan
TACC1_GSMR	BDEP	-0.0075501	0.00520076	0.146576	8
TACC3_GSMR	BDEP	nan	nan	nan	nan
TACR2_GSMR	BDEP	nan	nan	nan	nan
TACSTD2_GSMR	BDEP	0.00174802	0.00204423	0.392496	20
TADA1_GSMR	BDEP	nan	nan	nan	nan
TADA2B_GSMR	BDEP	0.00749421	0.00545078	0.169166	3
TADA3_GSMR	BDEP	-0.00704302	0.00474139	0.137429	8
TAF10_GSMR	BDEP	-0.00579666	0.0300527	0.847051	1
TAF11_GSMR	BDEP	nan	nan	nan	nan
TAF13_GSMR	BDEP	0.00257945	0.0106376	0.808404	1
TAF15_GSMR	BDEP	0.0565994	0.0250035	0.0235951	1
TAF1A_GSMR	BDEP	-0.0121676	0.00926817	0.189238	1
TAF1B_GSMR	BDEP	0.00352064	0.00343621	0.305566	11
TAF1C_GSMR	BDEP	2.21481e-05	0.00301371	0.994136	16
TAF1D_GSMR	BDEP	-0.00572248	0.011752	0.626305	8
TAF2_GSMR	BDEP	-0.0026055	0.0066093	0.693421	5
TAF4B_GSMR	BDEP	nan	nan	nan	nan
TAF4_GSMR	BDEP	-0.0262288	0.0231348	0.256904	1
TAF6_GSMR	BDEP	nan	nan	nan	nan
TAF6L_GSMR	BDEP	0.0155144	0.0312537	0.619611	1
TAF7_GSMR	BDEP	0.000385177	0.00615374	0.950091	11
TAF9_GSMR	BDEP	0.00425548	0.00583688	0.46596	1
TAGAP_GSMR	BDEP	-0.0137735	0.00748503	0.0657486	3
TAGLN2_GSMR	BDEP	-0.00616345	0.0061559	0.316717	6
TAGLN_GSMR	BDEP	0.00153477	0.00225208	0.495561	21
TAL1_GSMR	BDEP	nan	nan	nan	nan
TALDO1_GSMR	BDEP	-0.000351187	0.0144136	0.980561	1
TAMM41_GSMR	BDEP	0.00403453	0.00204809	0.04885	10
TANC2_GSMR	BDEP	nan	nan	nan	nan
TANGO2_GSMR	BDEP	nan	nan	nan	nan
TANGO6_GSMR	BDEP	nan	nan	nan	nan
TANK_GSMR	BDEP	-0.0156612	0.00503426	0.0018651	7
TAOK3_GSMR	BDEP	-0.0193259	0.0219641	0.378923	1
TAP1_GSMR	BDEP	-0.00149708	0.0146394	0.918547	1
TAP2_GSMR	BDEP	0.000334334	0.00257215	0.896581	10
TAPBP_GSMR	BDEP	0.00804699	0.011275	0.475412	3
TAPBPL_GSMR	BDEP	0.00102202	0.00231308	0.658603	10
TAPT1-AS1_GSMR	BDEP	0.00528682	0.00350563	0.13153	9
TAPT1_GSMR	BDEP	0.00489393	0.00572015	0.392241	11
TARBP1_GSMR	BDEP	-0.00560204	0.00540071	0.299606	12
TARBP2_GSMR	BDEP	-0.014928	0.0285464	0.601017	1
TARM1_GSMR	BDEP	-0.0136453	0.0181927	0.453228	1
TARS2_GSMR	BDEP	0.0151832	0.0194168	0.434237	1
TARS_GSMR	BDEP	-0.0298522	0.0137239	0.0296156	3
TARSL2_GSMR	BDEP	nan	nan	nan	nan
TAS2R14_GSMR	BDEP	nan	nan	nan	nan
TAS2R15_GSMR	BDEP	nan	nan	nan	nan
TAS2R20_GSMR	BDEP	0.00760728	0.00581926	0.191125	3
TAS2R4_GSMR	BDEP	-0.0260269	0.0321908	0.418791	1
TAS2R5_GSMR	BDEP	0.00634816	0.00635928	0.318157	3
TAS2R60_GSMR	BDEP	0.0234556	0.0102599	0.0222456	3
TASP1_GSMR	BDEP	-0.0120547	0.0353079	0.73279	1
TATDN1_GSMR	BDEP	-0.0175587	0.0188519	0.351645	1
TATDN2_GSMR	BDEP	0.000937177	0.00560649	0.867245	9
TATDN3_GSMR	BDEP	0.00416422	0.00628634	0.5077	7
TAX1BP1_GSMR	BDEP	-0.0449288	0.0201138	0.0255006	1
TAX1BP3_GSMR	BDEP	-0.0211491	0.0201152	0.293075	1
TBC1D10B_GSMR	BDEP	-0.0129209	0.023939	0.589375	1
TBC1D10C_GSMR	BDEP	-0.0206412	0.0186855	0.269306	1
TBC1D12_GSMR	BDEP	0.0122234	0.00518375	0.0183724	3
TBC1D13_GSMR	BDEP	-0.00597741	0.0166528	0.719637	3
TBC1D14_GSMR	BDEP	nan	nan	nan	nan
TBC1D15_GSMR	BDEP	-0.00319047	0.00685885	0.641816	6
TBC1D16_GSMR	BDEP	0.000787736	0.00550028	0.886118	6
TBC1D17_GSMR	BDEP	0.00483572	0.0191647	0.800791	1
TBC1D1_GSMR	BDEP	0.00463874	0.00741636	0.53166	10
TBC1D20_GSMR	BDEP	0.00380563	0.0117987	0.747039	3
TBC1D22A_GSMR	BDEP	-0.00201245	0.00744958	0.787051	5
TBC1D22B_GSMR	BDEP	nan	nan	nan	nan
TBC1D23_GSMR	BDEP	0.00584509	0.0199937	0.770021	1
TBC1D27_GSMR	BDEP	nan	nan	nan	nan
TBC1D2B_GSMR	BDEP	-0.00691809	0.00700164	0.323119	5
TBC1D2_GSMR	BDEP	-0.00223665	0.00686001	0.744392	5
TBC1D30_GSMR	BDEP	0.00336906	0.0035252	0.339221	8
TBC1D4_GSMR	BDEP	-0.0010554	0.0032821	0.747784	15
TBC1D5_GSMR	BDEP	-0.0134084	0.0248416	0.589366	1
TBC1D7_GSMR	BDEP	-0.000541123	0.0033637	0.872195	11
TBC1D8_GSMR	BDEP	-0.00296077	0.00518124	0.567701	10
TBC1D9B_GSMR	BDEP	0.00287455	0.00484295	0.552812	12
TBC1D9_GSMR	BDEP	0.0176256	0.00589048	0.00276955	5
TBCA_GSMR	BDEP	nan	nan	nan	nan
TBCB_GSMR	BDEP	0.00799774	0.00691295	0.247304	3
TBCD_GSMR	BDEP	-0.00226922	0.00290656	0.434965	7
TBCE_GSMR	BDEP	-0.00630574	0.00634945	0.320653	3
TBCK_GSMR	BDEP	4.78436e-05	0.00610935	0.993752	6
TBK1_GSMR	BDEP	-0.0112361	0.00671633	0.0943362	7
TBKBP1_GSMR	BDEP	0.0025025	0.0031458	0.42632	18
TBL2_GSMR	BDEP	nan	nan	nan	nan
TBP_GSMR	BDEP	nan	nan	nan	nan
TBPL1_GSMR	BDEP	nan	nan	nan	nan
TBRG4_GSMR	BDEP	-0.000163863	0.00607893	0.978495	3
TBX19_GSMR	BDEP	-0.00664674	0.0102432	0.516409	3
TBX6_GSMR	BDEP	-0.0367035	0.0103642	0.000398058	3
TBXA2R_GSMR	BDEP	-0.000357298	0.0215081	0.986746	1
TBXAS1_GSMR	BDEP	0.00553054	0.00516425	0.284202	7
TC2N_GSMR	BDEP	-0.00231782	0.00299799	0.439448	13
TCAIM_GSMR	BDEP	nan	nan	nan	nan
TCEA1_GSMR	BDEP	0.0386426	0.0189397	0.041321	1
TCEA2_GSMR	BDEP	-0.0199282	0.0149248	0.181799	3
TCEA3_GSMR	BDEP	0.000292442	0.00708056	0.967055	3
TCEANC2_GSMR	BDEP	nan	nan	nan	nan
TCEB2_GSMR	BDEP	0.00178713	0.0100939	0.859469	1
TCEB3_GSMR	BDEP	0.00472971	0.00402279	0.239703	11
TCERG1_GSMR	BDEP	nan	nan	nan	nan
TCF12_GSMR	BDEP	nan	nan	nan	nan
TCF19_GSMR	BDEP	0.00681221	0.00424331	0.108406	3
TCF20_GSMR	BDEP	0.0304568	0.0152993	0.0465103	2
TCF25_GSMR	BDEP	-0.00890265	0.00643975	0.166833	5
TCF3_GSMR	BDEP	0.0107257	0.0265745	0.686502	1
TCF4_GSMR	BDEP	-0.14827	0.0210612	1.92307e-12	3
TCF7_GSMR	BDEP	-0.028546	0.0307111	0.352629	1
TCF7L1_GSMR	BDEP	nan	nan	nan	nan
TCF7L2_GSMR	BDEP	nan	nan	nan	nan
TCFL5_GSMR	BDEP	0.00511447	0.005207	0.325987	6
TCHP_GSMR	BDEP	0.0211797	0.0156488	0.175913	2
TCIRG1_GSMR	BDEP	-0.000834553	0.00436212	0.848276	8
TCL1A_GSMR	BDEP	-0.0149028	0.00815721	0.0677078	6
TCL1B_GSMR	BDEP	-0.0083451	0.00583445	0.152627	5
TCL6_GSMR	BDEP	-0.00557371	0.0129473	0.666838	1
TCN1_GSMR	BDEP	0.00811516	0.00632788	0.199687	7
TCN2_GSMR	BDEP	-0.00400925	0.0041722	0.33658	17
TCP11L1_GSMR	BDEP	0.00406231	0.00390791	0.298568	9
TCP11L2_GSMR	BDEP	0.00225502	0.00524162	0.66704	6
TCP1_GSMR	BDEP	0.00836755	0.00396095	0.0346426	13
TCTA_GSMR	BDEP	-0.0874883	0.0209435	2.94917e-05	1
TCTE1_GSMR	BDEP	-0.0329921	0.0309286	0.286099	1
TCTEX1D1_GSMR	BDEP	0.000916865	0.00585416	0.875546	8
TCTEX1D2_GSMR	BDEP	-0.000458586	0.00354981	0.897211	8
TCTN1_GSMR	BDEP	0.0343653	0.0126373	0.00654116	3
TCTN2_GSMR	BDEP	nan	nan	nan	nan
TCTN3_GSMR	BDEP	-0.000183415	0.00524747	0.972117	6
TDG_GSMR	BDEP	nan	nan	nan	nan
TDH_GSMR	BDEP	0.049263	0.0179203	0.00597771	1
TDP1_GSMR	BDEP	-0.00616684	0.0141262	0.662436	3
TDP2_GSMR	BDEP	0.0272213	0.010474	0.00935093	5
TDRD12_GSMR	BDEP	-0.0169842	0.0164837	0.302839	1
TDRD3_GSMR	BDEP	0.0405516	0.0269833	0.13288	1
TDRD6_GSMR	BDEP	-0.0105386	0.0123744	0.394412	3
TDRD7_GSMR	BDEP	0.0137618	0.0105996	0.194171	3
TDRD9_GSMR	BDEP	-0.00834181	0.00327726	0.0109164	8
TDRKH_GSMR	BDEP	0.00325383	0.00459388	0.478761	9
TEAD2_GSMR	BDEP	0.00510777	0.00475189	0.282422	3
TEC_GSMR	BDEP	0.0218738	0.0170695	0.200034	3
TECPR1_GSMR	BDEP	-0.00405678	0.00334342	0.224992	11
TECPR2_GSMR	BDEP	0.00679753	0.022484	0.762402	1
TECR_GSMR	BDEP	-0.01493	0.0166988	0.371282	1
TECTA_GSMR	BDEP	-0.0496463	0.029151	0.0885542	1
TEDDM1_GSMR	BDEP	0.00195238	0.017762	0.912474	1
TEF_GSMR	BDEP	0.00896926	0.00389099	0.0211588	10
TEFM_GSMR	BDEP	0.0071515	0.00366297	0.0508934	6
TEK_GSMR	BDEP	-0.000747689	0.00297668	0.801673	16
TEKT2_GSMR	BDEP	-0.0570965	0.0279456	0.0410392	1
TELO2_GSMR	BDEP	nan	nan	nan	nan
TEN1-CDK3_GSMR	BDEP	nan	nan	nan	nan
TENC1_GSMR	BDEP	-0.0121781	0.0140943	0.387565	3
TENM4_GSMR	BDEP	-0.00306054	0.00234097	0.191083	16
TEP1_GSMR	BDEP	nan	nan	nan	nan
TEPP_GSMR	BDEP	nan	nan	nan	nan
TERF2_GSMR	BDEP	-0.0156504	0.00949922	0.0994471	5
TESC_GSMR	BDEP	-0.0126666	0.00582497	0.0296654	6
TES_GSMR	BDEP	0.00083976	0.00405735	0.836032	6
TESK1_GSMR	BDEP	-0.0587172	0.0319359	0.0659745	1
TESK2_GSMR	BDEP	-0.00248972	0.00538206	0.643653	9
TESPA1_GSMR	BDEP	0.00299275	0.00489631	0.54105	12
TET2_GSMR	BDEP	nan	nan	nan	nan
TET3_GSMR	BDEP	0.0142461	0.0190658	0.454938	1
TEX101_GSMR	BDEP	0.0140866	0.00732199	0.0543696	5
TEX10_GSMR	BDEP	0.00965429	0.015108	0.522811	3
TEX14_GSMR	BDEP	nan	nan	nan	nan
TEX261_GSMR	BDEP	0.0134294	0.0113754	0.237775	3
TEX264_GSMR	BDEP	0.0076528	0.00831355	0.357301	1
TEX29_GSMR	BDEP	0.0197225	0.0145346	0.174803	3
TEX2_GSMR	BDEP	-0.00634076	0.0297576	0.831264	1
TEX30_GSMR	BDEP	-0.0342035	0.0139887	0.0144817	3
TEX9_GSMR	BDEP	-0.0255955	0.0315014	0.416493	1
TFAM_GSMR	BDEP	0.000105718	0.00297177	0.971622	8
TFAP4_GSMR	BDEP	nan	nan	nan	nan
TFB1M_GSMR	BDEP	nan	nan	nan	nan
TFB2M_GSMR	BDEP	0.0174856	0.0179743	0.330648	3
TFCP2_GSMR	BDEP	-0.00606662	0.00429247	0.157563	6
TFCP2L1_GSMR	BDEP	0.00556822	0.00889612	0.531371	3
TFDP2_GSMR	BDEP	nan	nan	nan	nan
TFEB_GSMR	BDEP	-0.0148232	0.0348313	0.670419	1
TFEC_GSMR	BDEP	nan	nan	nan	nan
TFF3_GSMR	BDEP	0.0147376	0.00750141	0.0494561	5
TFG_GSMR	BDEP	-0.00213924	0.00310572	0.490945	15
TF_GSMR	BDEP	-0.000439053	0.0106011	0.966964	5
TFIP11_GSMR	BDEP	-0.00226524	0.00250321	0.3655	15
TFR2_GSMR	BDEP	0.000679869	0.0205705	0.973634	1
TFRC_GSMR	BDEP	-0.00223709	0.00538175	0.677643	11
TGDS_GSMR	BDEP	0.00214867	0.015728	0.891336	1
TGFA_GSMR	BDEP	0.00233994	0.00841895	0.781061	5
TGFB1I1_GSMR	BDEP	0.0113073	0.0190804	0.553441	1
TGFB2_GSMR	BDEP	0.0306575	0.03212	0.339848	1
TGFB3_GSMR	BDEP	-0.00560482	0.0079809	0.482505	3
TGFBI_GSMR	BDEP	0.00899919	0.00355818	0.0114337	14
TGFBR1_GSMR	BDEP	nan	nan	nan	nan
TGFBR2_GSMR	BDEP	0.000184212	0.00644026	0.977181	3
TGFBR3_GSMR	BDEP	-0.017312	0.0133319	0.194102	5
TGFBRAP1_GSMR	BDEP	-0.00544891	0.00708067	0.441569	6
TG_GSMR	BDEP	-0.00342494	0.00632571	0.588211	6
TGIF1_GSMR	BDEP	-0.0159364	0.00957224	0.0959417	3
TGM1_GSMR	BDEP	0.00274098	0.0077021	0.721935	6
TGM2_GSMR	BDEP	nan	nan	nan	nan
TGM3_GSMR	BDEP	nan	nan	nan	nan
TGOLN2_GSMR	BDEP	0.00792594	0.00986915	0.421916	6
TGS1_GSMR	BDEP	-0.00752826	0.00506225	0.136979	9
T_GSMR	BDEP	0.0287118	0.0259855	0.269196	1
THA1P_GSMR	BDEP	0.00392884	0.00540981	0.467689	1
THADA_GSMR	BDEP	nan	nan	nan	nan
THAP10_GSMR	BDEP	-0.014002	0.0278304	0.614881	1
THAP2_GSMR	BDEP	-0.040977	0.0388169	0.291129	1
THAP3_GSMR	BDEP	-0.0306022	0.0160966	0.0572807	1
